Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
9060176583,N49MUE,NJ,PAS,06/05/2023,68,SUBN,MITSU,T,91180,0,0,88888888,60,60,60,363987,T302,J,0409P,,K,I,W,W 15th St,100ft S/of Surf Ave,0,408,A1,,YYYYYYY,,,GREY,,0,,0,W,68-Not Pkg. Comp. w Psted Sign,,,
9060303088,UER721,SC,PAS,06/22/2023,17,SUBN,ME/BE,T,35510,0,0,20230588,24,24,24,361282,T103,L,0542P,,NY,I,N,W 87th St,60ft E/of Riverside,0,408,C4,,YYYYYYY,,,BLACK,,0,,0,H,17-No Stand (exc auth veh),,,
9060385457,KSX8341,PA,PAS,06/07/2023,40,4DSD,TOYOT,T,9230,5010,5130,20238888,72,72,72,373732,T302,J,0311P,,K,O,170,53rd St,,0,408,E2,,YYYYYYY,,,WHITE,,0,,0,J,40-Fire Hydrant,,,
9061137020,85842MN,NY,COM,06/15/2023,20,VAN,FORD,T,17070,12210,12310,20240731,9,9,9,357338,T105,N,0405P,,NY,O,300,E 4th St,,0,408,D,,YYYYY,0800A,0600P,BK,,2019,,0,S,20-No Parking (Com Plate),,,
9060587637,15415ML,NY,COM,06/27/2023,37,VAN,CHEVR,T,13610,0,0,20231231,20,20,20,366557,T103,C,0135P,1122A,NY,I,E,Broadway,40ft S/of W 66th St,20230627,408,H1,,YYY Y,0800A,1000P,WH,,2017,112025,0,16,37-Expired Parking Meter,,,
9060673311,GDR4695,NY,PAS,06/27/2023,38,SUBN,FORD,T,5280,0,0,20241225,72,72,72,370276,T302,Q,0901A,,K,I,E,3rd Ave,30ft S/of 37th St,0,408,H1,,YYYYYY,0700A,1000P,GY,,2021,342848,0,51,38-Failure to Dsplay Meter Rec,,,
9060845754,RE5624,NC,PAS,06/20/2023,69,VAN,CHRYS,T,34610,10410,10510,20238888,14,14,14,346166,T106,E,1205P,,NY,F,20,W 42nd St,,0,408,H1,,YYYYYY,0700A,0600P,BLUE,,0,106456,0,04,69-Fail to Dsp Prking Mtr Rcpt,,,
9060960622,EA20010,IL,PAS,06/16/2023,38,4DSD,HONDA,T,35430,14080,14130,88888888,70,70,70,362191,T302,V,1111A,,K,F,1010,E 14th St,,0,408,H1,,YYYYY,0800A,0700P,RED,,0,310916,0,12,38-Failure to Dsplay Meter Rec,,,
9061261685,GDE6665,NY,PAS,06/06/2023,40,SUBN,FORD,T,62330,86630,38330,20250321,71,71,71,355542,T302,M,0139P,,K,F,1037,Montgomery St,,0,408,E2,,YYYYYYY,,,BL,,2021,,0,C,40-Fire Hydrant,,,
9060746594,T797283C,NY,OMT,06/15/2023,21,SUBN,TOYOT,T,7790,7040,7300,20231031,114,114,114,355249,T401,L,0844A,,Q,F,23-05,30th Ave,,0,408,D1,,Y  Y,0830A,1000A,BK,,2017,,0,K-AM,21-No Parking (street clean),,,
9061421901,T786124C,NY,OMT,06/27/2023,54,SUBN,TOYOT,T,11110,0,0,20231130,10,10,10,358862,MTTF,E,0438P,,NY,I,W,11th Ave,5ft S/of W 37th St,0,411,C,,YYYYYYY,,,GY,,2020,,0,05,54-FHV Pickup/Discharge Pass,,,
9062094223,KGA5873,NY,PAS,06/23/2023,21,4DSD,BMW,T,91030,14630,54220,20241008,60,60,60,356216,T302,Y,1224P,,K,F,2101,W 11th St,,0,408,D1,,Y,1130A,0100P,WH,,2020,,0,CC1,21-No Parking (street clean),,,
9061430665,KNZ7025,NY,PAS,06/21/2023,21,SUBN,CHEVR,T,45590,18530,18550,20230627,19,19,19,359608,T103,O,0808A,,NY,F,1455,York Ave,,0,408,D1,,YYYYYY,0800A,0830A,BK,,2020,,0,09,21-No Parking (street clean),,,
9061620247,15367NB,NY,COM,06/26/2023,16,VAN,FORD,T,21790,33970,14810,20230930,6,6,6,363572,T102,J,1220P,1149A,NY,F,711,Greenwich St,,20230626,408,K2,,YYYYY,0700A,0700P,WH,,2021,,0,04,16-No Std (Com Veh) Com Plate,,,
9062101288,KNN7538,NY,PAS,06/21/2023,20,SUBN,MAZDA,T,77230,53830,56530,20240524,84,84,84,357064,T301,G,0806A,,K,F,12,Sidney Pl,,0,408,D,,Y,0800A,0600P,BK,,2022,,0,SPCL,20A-No Parking (Non-COM),,,
9061405440,KZY7960,NY,PAS,06/20/2023,20,4DSD,VOLKS,T,30790,21730,45470,20250313,1,1,1,363512,T105,H,0200P,,NY,F,129,Spring St,,0,408,D,,YYYYY,0800A,0600P,BK,,2012,,0,053,20A-No Parking (Non-COM),,,
9061406055,45098MK,NY,COM,06/22/2023,20,VAN,FORD,T,30790,44890,32590,20250630,1,1,1,363512,T105,H,0155P,,NY,F,167,Spring St,,0,408,D,,YYYYY,0800A,0600P,WH,,2017,,0,056,20-No Parking (Com Plate),,,
9062891391,KJX7747,NY,PAS,06/21/2023,50,SUBN,ACURA,T,0,0,0,20230808,102,102,102,355156,T402,M,0625A,,Q,I,W,76th St,0ft N/of 88th Ave,0,408,E5,,YYYYYYY,,,GY,,2009,,0,SC2,50-Crosswalk,,,
9062630911,15601NE,NY,COM,06/21/2023,82,VAN,FORD,T,29687,15650,20710,20250612,122,122,122,353441,T303,E,0226P,,R,O,6,Giffords Ln,,0,408,K1,,YYYYYYY,,,WH,,2020,,0,08-P,82-Unaltered Commerc Vehicle,,,
9062661300,GPP2299,NY,PAS,06/26/2023,38,SUBN,KIA,T,7990,9640,9790,20240526,114,114,114,357800,T401,G,0238P,,Q,F,41-19,31st Ave,,0,408,H1,,YYYYYY,0800A,0700P,BK,,2020,427196,0,24-P,38-Failure to Dsplay Meter Rec,,,
9065165666,JLR3011,NY,PAS,06/27/2023,71,SUBN,JEEP,T,58130,23230,23930,20230813,83,83,83,364025,T301,E,0909A,,K,F,952,Madison St,,0,408,J6,,YYYYYYY,,,WH,,2019,,0,C,71A-Insp Sticker Expired (NYS),,,
1491652809,HCZ7192,NY,PAS,07/03/2023,16,SUBN,HONDA,X,25645,13113,13113,20240306,19,19,977,803570,0977,0000,0113P,,NY,F,415,MAIN ST,,0,408,F1,,BBBBBYY,ALL,ALL,GY,0,2021,-,0,,,,,
1492943319,KRW2216,NY,PAS,07/01/2023,40,SUBN,LEXUS,P,20190,19590,53790,20230923,106,106,106,965567,0106,0000,1130P,,Q,F,103-22,108 ST,,0,408,F2,,BBBBBBB,ALL,ALL,GY,0,2019,-,0,,,,,
4031069546,HSV9715,NY,PAS,07/07/2023,5,SUBN,ME/BE,V,0,0,0,0,,0,0,0,,,0753A,,MN,,,EB E 14TH STREET @ B,ROADWAY,0,1111,C,T,,,,GY,,2011,,0,,BUS LANE VIOLATION,,,
4030814785,KLA8234,NY,PAS,06/16/2023,5,SUBN,LEXUS,V,0,0,0,0,,0,0,0,,,0633P,,QN,,,EB JAMAICA AVE @ SUT,PHIN BLVD,0,1111,C,T,,,,GY,,2021,,0,,BUS LANE VIOLATION,,,
4031103219,LYJ9064,PA,PAS,07/09/2023,5,SDN,KIA,V,0,0,0,0,,0,0,0,,,0937P,,MN,,,NB 1ST AVE @ E 106TH,ST,0,1111,C,T,,,,,,2010,,0,,BUS LANE VIOLATION,,,
4031198012,HJV2456,NY,PAS,07/15/2023,5,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0506P,,MN,,,WB W 181ST ST @ AUDU,BON AVE,0,1111,C,T,,,,GY,,2004,,0,,BUS LANE VIOLATION,,,
4848220087,LAR6112,NY,PAS,06/25/2023,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0151P,,QN,,,EB MERRICK BLVD @ 16,9TH PL,0,1180,B,T,,,,GY,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4848457610,KXT2056,NY,PAS,06/25/2023,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0608P,,BX,,,EB SOUTHERN BLVD @ A,VE ST JOHN,0,1180,B,T,,,,GY,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4848549164,KKG8243,NY,PAS,06/27/2023,36,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0217P,,QN,,,WB N CONDUIT AVE @ S,PRINGFIELD BLVD,0,1180,B,T,,,,LTGY,,2004,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4848562740,KMY1593,NY,PAS,06/27/2023,36,SUBN,ROVER,V,0,0,0,0,,0,0,0,,,0627P,,QN,,,EB SEAGIRT BLVD @ B,30TH ST,0,1180,B,T,,,,BL,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4848526127,KSS4777,NY,PAS,06/27/2023,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0545A,,QN,,,EB 51ST AVE @ 71ST S,T,0,1180,B,T,,,,RD,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4848538040,K15NWL,NJ,PAS,06/27/2023,36,UT,CHEVR,V,0,13665,0,0,,0,0,0,,,1103A,,QN,,,WB QUEENS BLVD @ 72N,D RD,0,1180,B,T,,,,,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4848501260,JAJV99,FL,PAS,06/26/2023,36,4D,NISSA,V,0,0,0,0,,0,0,0,,,0413P,,QN,,,EB GRAND AVE @ 74TH,ST,0,1180,B,T,,,,BLK,,2020,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4848505082,JPJ4144,NY,PAS,06/26/2023,36,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,0531P,,ST,,,NB TANGLEWOOD DR @ T,EAKWOOD CT,0,1180,B,T,,,,BK,,2020,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4848668116,KYF6204,PA,PAS,06/28/2023,36,SDN,ME/BE,V,0,0,0,0,,0,0,0,,,0518P,,BK,,,EB SANDS ST @ GOLD S,T,0,1180,B,T,,,,,,2023,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4848838411,KWT2439,NY,PAS,06/30/2023,36,SUBN,LEXUS,V,0,0,0,0,,0,0,0,,,0440A,,BK,,,EB 65TH ST @ 11TH AV,E,0,1180,B,T,,,,WH,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4848994305,G13KCS,NJ,PAS,07/01/2023,36,SD,NISSA,V,0,0,0,0,,0,0,0,,,1009A,,QN,,,SB 164TH ST @ 59TH A,VE,0,1180,B,T,,,,,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4848966607,KFP3689,NY,PAS,07/01/2023,36,SUBN,BMW,V,0,0,0,0,,0,0,0,,,0455A,,BK,,,SB BEDFORD AVE @ BEV,ERLEY RD,0,1180,B,T,,,,GY,,2007,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4849457782,HJL9261,NC,PAS,07/04/2023,36,MP,NISSA,V,0,0,0,0,,0,0,0,,,0921A,,BK,,,WB CONDUIT BLVD @ LI,NCOLN AVE,0,1180,B,T,,,,,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4849427303,KEM3578,NY,PAS,07/03/2023,36,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0745P,,BK,,,SB MCDONALD AVE @ GR,EENWOOD AVE,0,1180,B,T,,,,GY,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4851645703,JMY8672,NC,PAS,07/10/2023,36,MP,HONDA,V,0,0,0,0,,0,0,0,,,1209P,,QN,,,WB N CONDUIT AVE @ 8,8TH ST,0,1180,B,T,,,,,,2022,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4851695457,HYZ1790,NY,PAS,07/13/2023,36,PICK,RAM,V,0,0,0,0,,0,0,0,,,0239P,,QN,,,SB BROOKVILLE BLVD @,N CONDUIT AVE,0,1180,B,T,,,,WH,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4851709237,HAB3466,NY,PAS,07/13/2023,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0703P,,ST,,,SB BLOOMINGDALE RD @,SHIEL AVE,0,1180,B,T,,,,RD,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4851812735,KYK7254,NY,PAS,07/14/2023,36,SUBN,CHEVR,V,0,36750,0,0,,0,0,0,,,0222P,,MN,,,SB ST NICHOLAS AVE @,W 149TH ST,0,1180,B,T,,,,BK,,2023,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4851845285,KVF5292,NY,PAS,07/14/2023,36,4DSD,MITSU,V,0,0,0,0,,0,0,0,,,0609P,,BK,,,SB BROOKLYN AVE @ ST,ERLING ST,0,1180,B,T,,,,GY,,2022,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4851822741,KSP8926,NY,PAS,07/14/2023,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0326P,,BK,,,WB LINDEN BLVD @ LIN,COLN AVE,0,1180,B,T,,,,GY,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4852016343,JGN7767,NY,PAS,07/15/2023,36,SUBN,PORSC,V,0,0,0,0,,0,0,0,,,0823A,,BK,,,SB REMSEN AVE @ FARR,AGUT RD,0,1180,B,T,,,,WH,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4852023220,KYB9197,NY,OMS,07/15/2023,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,1007A,,QN,,,WB BEDELL ST @ 133RD,AVE,0,1180,B,T,,,,BK,,2023,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4852130152,KFZ3800,NY,PAS,07/16/2023,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0217P,,BK,,,SB RALPH AVE @ BEVER,LEY RD,0,1180,B,T,,,,WH,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4852372858,KYA6491,NY,PAS,07/17/2023,36,4DSD,TOYOT,V,0,12410,0,0,,0,0,0,,,0236A,,BK,,,WB PROSPECT AVE @ 3R,D AVE,0,1180,B,T,,,,WH,,2020,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4852407368,KPA2885,PA,PAS,07/17/2023,36,SDN,HONDA,V,0,0,0,0,,0,0,0,,,1256P,,BK,,,SB PROSPECT PARK SOU,THWEST @ WINDSOR PL,0,1180,B,T,,,,,,2013,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4852448085,HXX8745,NY,PAS,07/17/2023,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0744P,,ST,,,NB RICHMOND AVE @ GA,BRIELLE CT,0,1180,B,T,,,,BK,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4852434852,JRB1628,NY,PAS,07/17/2023,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0526P,,BK,,,WB N. CONDUIT BLVD @,76TH ST,0,1180,B,T,,,,DKGY,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4852576889,KKR8952,NY,PAS,07/18/2023,36,SUBN,ROVER,V,0,0,0,0,,0,0,0,,,1106A,,BK,,,EB SHORE PKWY @ OCEA,N PKWY,0,1180,B,T,,,,WH,,2021,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4852705914,LAB4383,NY,PAS,07/19/2023,36,SUBN,FORD,V,0,0,0,0,,0,0,0,,,1111P,,BK,,,EB ATLANTIC AVE @ ES,SEX ST,0,1180,B,T,,,,RD,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4852893378,K81SAR,NJ,PAS,07/19/2023,36,SPOR,HYUND,V,0,0,0,0,,0,0,0,,,0250P,,MN,,,SB WEST ST @ LEROY S,T,0,1180,B,T,,,,,,2022,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4852899680,GXU5782,NY,PAS,07/19/2023,36,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0355P,,QN,,,EB HORACE HARDING EX,PWY @ MARATHON PKWY,0,1180,B,T,,,,GY,,2004,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4852924077,MFA6602,PA,PAS,07/19/2023,36,SDN,SUBAR,V,0,0,0,0,,0,0,0,,,0848P,,QN,,,WB MERRICK BLVD @ 21,8TH ST,0,1180,B,T,,,,,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4852949256,GAB2218,NY,PAS,07/20/2023,36,4DSD,FORD,V,0,0,0,0,,0,0,0,,,0619A,,BK,,,NB OCEAN PKWY @ ELMW,OOD AVE,0,1180,B,T,,,,GY,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4853053815,JPF6492,NY,PAS,07/20/2023,36,4DSD,VOLKS,V,0,0,0,0,,0,0,0,,,1032P,,BK,,,SB ADAMS ST @ JOHNSO,N ST,0,1180,B,T,,,,WH,,2020,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4853103892,KTX5082,NY,PAS,07/21/2023,36,SUBN,CADIL,V,0,0,0,0,,0,0,0,,,1229P,,QN,,,SB FRANCIS LEWIS BLV,D @ 25TH AVE,0,1180,B,T,,,,WH,,2022,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4853173080,KLD2597,NY,PAS,07/20/2023,36,SUBN,KIA,V,0,0,0,0,,0,0,0,,,0207P,,QN,,,NB BROOKVILLE BLVD @,128TH AVE,0,1180,B,T,,,,BK,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4853188770,JSF1660,NY,PAS,07/21/2023,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0105P,,BK,,,NB FLATBUSH AVE @ E,48TH ST,0,1180,B,T,,,,BK,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4853404508,JKL3539,NY,PAS,07/17/2023,36,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,0820A,,BK,,,NB OCEAN PKWY @ ELMW,OOD AVE,0,1180,B,T,,,,GY,,2019,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4853392804,JRB4686,NY,PAS,07/23/2023,36,4DSD,BMW,V,0,0,0,0,,0,0,0,,,0815P,,ST,,,SB HYLAN BLVD @ PRIN,CETON AVE,0,1180,B,T,,,,GY,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4853459789,KXL9275,NY,PAS,07/21/2023,36,SUBN,FORD,V,0,0,0,0,,0,0,0,,,0727A,,BK,,,EB BAY RIDGE PKWY @,14TH AVE,0,1180,B,T,,,,GY,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4853590754,KRZ5200,NY,PAS,07/24/2023,36,4DSD,DODGE,V,0,0,0,0,,0,0,0,,,0320P,,ST,,,WB NARROWS RD N @ TA,RGEE ST,0,1180,B,T,,,,RD,,2007,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4853556436,LAU3307,NY,PAS,07/24/2023,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0426A,,BX,,,WB SOUTHERN BLVD @ A,VENUE ST JOHN,0,1180,B,T,,,,GY,,2012,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4853704735,JEM3986,NY,PAS,07/22/2023,36,4DSD,LINCO,V,0,0,0,0,,0,0,0,,,1157A,,QN,,,NB CROSS BAY BLVD @,SUTTER AVE,0,1180,B,T,,,,WH,,2018,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4853808486,KJX6461,NY,PAS,07/25/2023,36,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,0754A,,QN,,,EB HORACE HARDING EX,PRESSWAY @ PECK AVE,0,1180,B,T,,,,RD,,2023,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4853814061,JSF5948,NY,PAS,07/25/2023,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0937A,,QN,,,SB CROSS BAY BLVD @,159TH AVE,0,1180,B,T,,,,BK,,2020,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4853822320,HRG4529,NY,PAS,07/25/2023,36,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,1147A,,QN,,,WB N CONDUIT AVE @ S,PRINGFIELD BLVD,0,1180,B,T,,,,BK,,2017,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4853927797,HWA2571,NY,PAS,07/23/2023,36,SUBN,VOLKS,V,0,0,0,0,,0,0,0,,,1102A,,BK,,,NB CONEY ISLAND AVE,@ DUNNE CT,0,1180,B,T,,,,GY,,2020,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
5128662214,KNM5756,NY,PAS,07/04/2023,7,SUBN,NISSA,V,0,0,0,0,,0,0,0,,,1254P,,ST,,,VICTORY BLVD (W/B) @,MORANI ST,0,1111,D,T,,,,BK,,2023,,0,,FAILURE TO STOP AT RED LIGHT,,,
5128674253,JDP3649,NY,PAS,07/05/2023,7,4DSD,TOYOT,V,0,0,0,0,,0,0,0,,,0211A,,BK,,,FLATBUSH AVE (N/B) @,AVIATOR SPORTS COMP,0,1111,D,T,,,,RD,,2018,,0,,FAILURE TO STOP AT RED LIGHT,,,
5128741941,L2KCS,FL,PAS,07/07/2023,7,4D,HONDA,V,0,0,0,0,,0,0,0,,,0837P,,BK,,,LINDEN BLVD (W/B) @,FOUNTAIN AVE,0,1111,D,T,,,,BLK,,2016,,0,,FAILURE TO STOP AT RED LIGHT,,,
5128750644,KSA5854,NY,PAS,07/08/2023,7,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,1224P,,BX,,,3RD AVE (S/B) @ E 13,5TH ST,0,1111,D,T,,,,BK,,2020,,0,,FAILURE TO STOP AT RED LIGHT,,,
5128751739,GME1467,NY,PAS,07/08/2023,7,SUBN,HONDA,V,0,0,0,0,,0,0,0,,,0131P,,BX,,,BRONX RIVER PKWY OFF,RAMP (S/B) @ E/B BR,0,1111,D,T,,,,GY,,2011,,0,,FAILURE TO STOP AT RED LIGHT,,,
8671249049,KXT7356,NY,PAS,07/15/2023,37,SUBN,JEEP,T,11710,0,0,20240616,20,20,20,376243,T103,R,0202P,1048A,NY,I,W,Amsterdam Ave,10ft S/of W 68th St,0,408,H1,,YYYYYY,0900A,0700P,BK,,2022,110307,0,14,37-Expired Parking Meter,,,
8881536729,HNM0313,NY,SRF,07/14/2023,14,SUBN,LEXUS,T,9540,39595,54580,20231112,109,109,109,376969,T401,G,0407P,,Q,F,133-14,41st Ave,,0,408,C,,YYYYYYY,,,BK,,2022,,0,02-P,14-No Standing,,,
8893029005,JFE6725,NY,PAS,07/05/2023,71,4DSD,FORD,T,0,0,0,20250207,120,120,120,376214,T303,E,0622P,,R,I,E,Greenwood Ave,15ft N/of Forest Ave,0,408,J6,,YYYYYYY,,,BK,,2009,,0,04-P,71A-Insp Sticker Expired (NYS),,,
9027043310,M55HBC,NJ,PAS,07/21/2023,20,SUBN,TOYOT,T,17230,12210,12310,88888888,9,9,9,371764,T102,S,0156P,,NY,O,635,E 12th St,,0,408,D,,YYYYYY,0800A,0600P,GREY,,0,,0,63,20A-No Parking (Non-COM),,,
8982325578,KNP6775,NY,PAS,07/05/2023,21,SUBN,TOYOT,T,14330,0,0,20250421,70,70,70,376226,T302,G,1257P,,K,I,N,Avenue O,45ft E/of Coney Isla,0,408,D1,,Y,1130A,0100P,BK,,2019,,0,25,21-No Parking (street clean),,,
9047678709,GPK9739,NY,PAS,07/17/2023,37,SUBN,HONDA,T,39595,9540,9590,20240420,109,109,109,361091,T401,H,0130P,0124P,Q,O,41-20A,College Point Blvd,,0,408,H1,,YYYYYY,0800A,0700P,BL,,2014,467774,0,01,37-Expired Parking Meter,,,
9040604290,LAL4408,NY,OMS,07/14/2023,20,SUBN,NISSA,T,34330,10065,11110,20240930,10,10,10,358583,T102,X,0525P,,NY,O,520,W 28th St,,0,408,D,,YYYYY,0800A,0600P,GY,,2023,,0,99,20A-No Parking (Non-COM),,,
9059330900,JAC5099,NC,PAS,06/30/2023,38,4DSD,HONDA,T,47130,80030,41630,20238888,84,84,84,376146,T301,I,0235P,,K,O,31,Hanson Pl,,0,408,H1,,YYYYYY,0900A,0700P,BROWN,,0,329035,0,05,38-Failure to Dsplay Meter Rec,,,
9060868055,K14PVK,NJ,PAS,07/18/2023,21,4DSD,TOYOT,T,29690,21190,29690,88888888,34,34,34,371203,T103,H,1147A,,NY,F,900,Riverside Dr,,0,408,D1,,Y,1130A,0100P,BLACK,,0,,0,06,21-No Parking (street clean),,,
9061863818,IDWR24,FL,PAS,07/18/2023,14,SUBN,FORD,T,14690,0,0,20238888,115,115,115,359307,T401,M,0722A,,Q,I,E,69th St,10ft N/of 31st Ave,0,408,C,,YYYYYYY,,,BLACK,,0,,0,L,14-No Standing,,,
9062276829,KLC3118,NY,PAS,07/02/2023,14,4DSD,HYUND,T,18550,0,0,20250426,19,19,19,364004,T103,Q,0353P,,NY,I,N,E 78th St,25ft E/of 2nd Ave,0,408,C,,YYYYYYY,,,RD,,2020,,0,01,14-No Standing,,,
9062311477,KWT8791,NY,PAS,07/07/2023,71,SUBN,HONDA,T,24830,5580,5680,20240622,78,78,78,362170,T302,O,1010A,,K,F,659,Carroll St,,0,408,J6,,YYYYYYY,,,GY,,2014,,0,56,71A-Insp Sticker Expired (NYS),,,
9062651276,KLC6603,NY,PAS,07/14/2023,70,4DSD,CHEVR,T,21390,20240,20440,20230621,106,106,106,356353,T402,O,1036A,,Q,F,109-28,121st St,,0,408,J3,,YYYYYYY,,,GY,,2008,,0,40,70A-Reg. Sticker Expired (NYS),,,
9062422032,HHA8068,NY,PAS,07/06/2023,71,SUBN,ME/BE,T,61090,16290,16490,20240601,115,115,115,371214,T401,K,1153A,,Q,F,78-07,Roosevelt Ave,,0,408,J6,,YYYYYYY,,,WH,,2022,,0,21-A,71A-Insp Sticker Expired (NYS),,,
9062808270,KEX3635,NY,PAS,07/21/2023,38,SUBN,NISSA,T,29620,22720,40720,20241031,48,48,48,365828,T201,B,1042A,,BX,F,900,E Tremont Ave,,0,408,H1,,YYYYYY,0830A,0700P,BL,,2006,215132,0,16,38-Failure to Dsplay Meter Rec,,,
9062833676,JRS9278,NY,PAS,06/30/2023,38,SUBN,RAM,T,59430,14380,73030,20230528,70,70,70,363987,T302,J,0246P,,K,O,1845,McDonald Ave,,0,408,H1,,YYYYYY,0900A,0700P,WH,,2015,311283,0,R,38-Failure to Dsplay Meter Rec,,,
9063114709,KEU7805,NY,PAS,07/19/2023,21,4DSD,NISSA,T,35180,40404,40404,20240922,66,66,66,374619,T302,G,1144A,,K,O,3775,E 9th St,,0,408,D1,,Y,1130A,0100P,BK,,2020,,0,40,21-No Parking (street clean),,,
9063387568,LAU1309,NY,PAS,07/14/2023,38,4DSD,HYUND,T,52120,26100,26130,20250420,40,40,40,371727,T201,Q,1252P,,BX,F,528,Morris Ave,,0,408,H1,,YYYYYY,0900A,0700P,BL,,2013,222167,0,26,38-Failure to Dsplay Meter Rec,,,
9063652124,KXZ6744,NY,PAS,06/30/2023,38,4DSD,CHEVR,T,58330,65730,60430,20241024,94,94,94,375305,T301,I,0831A,,K,F,764,Manhattan Ave,,0,408,H1,,YYYYYY,0800A,0700P,BL,,2011,310842,0,17,38-Failure to Dsplay Meter Rec,,,
